file,title,definition,category,sub_category,def_cluster_400
./full_texts/10.1016/j.cose.2021.102507/10.1016_j.cose.2021.102507.json,Vertically acquired human immunodeficiency virus infection,"digital twin is a virtual representation of a real system, such as a CCI (Dietz and Pernul, 2020; Meske and Osmundsen, 2021)",manufacturing and industrial engineering,manufacturing and industrial engineering,206
./full_texts/10.1016/bs.adcom.2019.09.006/10.1016_bs.adcom.2019.09.006.json,‘Now open for action!’ – A real-world challenge project developed at the Polytechnic Institute of Viseu,digital twin is a digital representation of a physical object or system,manufacturing and industrial engineering,manufacturing and industrial engineering,238
./full_texts/10.1016/bs.adcom.2019.09.006/10.1016_bs.adcom.2019.09.006.json,‘Now open for action!’ – A real-world challenge project developed at the Polytechnic Institute of Viseu,digital twin is a computer program that takes real-world data about a physical object or system as inputs and produces as outputs (predications or simulations of how that physical object or system will be affected by those inputs),manufacturing and industrial engineering,['digital twin'],96
./full_texts/10.1016/bs.adcom.2019.09.006/10.1016_bs.adcom.2019.09.006.json,‘Now open for action!’ – A real-world challenge project developed at the Polytechnic Institute of Viseu,"digital twin is a vital tool to help engineers understand not only how products are performing, but also how they will perform in the future",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",244
./full_texts/10.1016/bs.adcom.2019.09.006/10.1016_bs.adcom.2019.09.006.json,‘Now open for action!’ – A real-world challenge project developed at the Polytechnic Institute of Viseu,"digital twin is a model of an entire asset, which is a piece of manufacturing equipment, a motor or a pump",manufacturing and industrial engineering,['digital twin'],248
./full_texts/10.1016/bs.adcom.2019.09.006/10.1016_bs.adcom.2019.09.006.json,‘Now open for action!’ – A real-world challenge project developed at the Polytechnic Institute of Viseu,Digital twin is a centralized entity gathering data from multiple sources in order to supply right and relevant knowledge to the corresponding physical twin,technology and it,technology and it,258
./full_texts/10.1016/bs.adcom.2019.09.006/10.1016_bs.adcom.2019.09.006.json,‘Now open for action!’ – A real-world challenge project developed at the Polytechnic Institute of Viseu,digital twin is a dynamic virtual representation of any digitized entity,manufacturing and industrial engineering,manufacturing and industrial engineering,7
./full_texts/10.1016/j.cirp.2019.04.041/10.1016_j.cirp.2019.04.041.json,CrCoNi medium-entropy alloy thin-walled parts manufactured by laser metal deposition: Microstructure evolution and mechanical anisotropy,digital twin is a model of a real product that uses as input data some information taken from this product in order to provide additional information about the behavior of this product in operation,manufacturing and industrial engineering,manufacturing and industrial engineering,270
./full_texts/10.1016/B978-0-12-823913-1.00040-3/10.1016_B978-0-12-823913-1.00040-3.json,Chapter 6 Roles and education of information and data professionals,digital twin is a virtual representation that serves as the real-time digital counterpart of a physical object or process,manufacturing and industrial engineering,[],120
./full_texts/10.1016/B978-0-12-823913-1.00040-3/10.1016_B978-0-12-823913-1.00040-3.json,Chapter 6 Roles and education of information and data professionals,"digital twin is a virtual representation of real-world entities and processes, synchronized at a specified frequency and fidelity",manufacturing and industrial engineering,[],52
./full_texts/10.1016/B978-0-323-99205-3.00005-5/10.1016_B978-0-323-99205-3.00005-5.json,Circular economy research on building construction and demolition waste: A review of current trends and future research directions,digital twin is a distributed network of computing systems that provides or consumes web services,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",286
./full_texts/10.1016/j.rcim.2023.102608/10.1016_j.rcim.2023.102608.json,Deep reinforcement learning based energy management strategies for electrified vehicles: Recent advances and perspectives,"Digital Twin is a set of coupled computational models and methods that evolve over time to persistently represent the structure, behavior, and context of a unique physical asset such as a component, system or process",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'reinforcement learning', 'edge computing']",349
./full_texts/10.1016/B978-0-12-818576-6.00011-3/10.1016_B978-0-12-818576-6.00011-3.json,Modification of garlic skin dietary fiber with twin-screw extrusion process and in vivo evaluation of Pb binding,"digital twin is a goal behavior, which takes the form of a description of desirable and undesirable observable behavior",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'process monitoring', 'predictive maintenance', 'edge computing']",118
./full_texts/10.1016/B978-0-12-818576-6.00011-3/10.1016_B978-0-12-818576-6.00011-3.json,Modification of garlic skin dietary fiber with twin-screw extrusion process and in vivo evaluation of Pb binding,digital twin is a faithful representation of the real system that can be used for decision making,manufacturing and industrial engineering,manufacturing and industrial engineering,9
./full_texts/10.1016/B978-0-323-91300-3.00006-1/10.1016_B978-0-323-91300-3.00006-1.json,"POSTER SESSION II Thursday, February 8, 2001, 3:30 pm – 5:30 pm","digital twins is a complex and specialized project, so are data fusion and analysis",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'product lifecycle', 'additive manufacturing']",239
./full_texts/10.1016/B978-0-323-91300-3.00006-1/10.1016_B978-0-323-91300-3.00006-1.json,"POSTER SESSION II Thursday, February 8, 2001, 3:30 pm – 5:30 pm","digital twin is a complex and specialized work to be built, especially the models including geometry, rule, behavior, dynamics models",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'product lifecycle', 'industrial internet', 'artificial intelligence']",313
./full_texts/10.1016/j.dajour.2023.100165/10.1016_j.dajour.2023.100165.json,Microstructural development and aging behavior of Al–Cr–Zr heat-resistant alloy fabricated using laser powder bed fusion,"Digital Twin is defined as virtual representations of physical objects across the lifecycle that can be understood, learned, and reasoned with real-time data or a simulation model that acquires data from the field and triggers the operation of physical devices [15,16]",manufacturing and industrial engineering,manufacturing and industrial engineering,5
./full_texts/10.1016/j.dajour.2023.100165/10.1016_j.dajour.2023.100165.json,Microstructural development and aging behavior of Al–Cr–Zr heat-resistant alloy fabricated using laser powder bed fusion,"Digital Twin is a cutting-edge technology that has revolutionized the industry by mirroring almost every facet of a product, process, or service",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing']",324
./full_texts/10.1016/j.dajour.2023.100165/10.1016_j.dajour.2023.100165.json,Microstructural development and aging behavior of Al–Cr–Zr heat-resistant alloy fabricated using laser powder bed fusion,"Digital Twin is a representation of an active unique “product” which can be a real device, object, machine, service, intangible asset, or a system consisting of a product and its related services” [12] ",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",371
./full_texts/10.1016/j.promfg.2020.01.156/10.1016_j.promfg.2020.01.156.json,Laplacian Lp norm least squares twin support vector machine,"Digital twin is a virtual model of a process, product or service",manufacturing and industrial engineering,manufacturing and industrial engineering,23
./full_texts/10.1016/j.egyai.2020.100016/10.1016_j.egyai.2020.100016.json,"The status, barriers, challenges, and future in design for 4D printing",digital twin is a digital replica of a physical entity with a close connection between the two,manufacturing and industrial engineering,manufacturing and industrial engineering,251
./full_texts/10.1016/j.ymssp.2022.109657/10.1016_j.ymssp.2022.109657.json,Dermatoglyphic abnormalities in psychosis: A twin study,digital twin is a method to assess the levels of trust in the different information available,manufacturing and industrial engineering,manufacturing and industrial engineering,131
./full_texts/10.1016/j.cie.2022.108454/10.1016_j.cie.2022.108454.json,Implementing Large-Scale Aerospace Assembly 4.0 Demonstration Systems ⁎ ⁎ The authors gratefully acknowledge the support provided by the UK Engineering and Physical Skills Research Council (EPSRC) under Evolvable Assembly Systems (EP/K018205/1) and by Innovate UK under FA3D2 (reference 113163).,"digital twin is a digital replica of a physical entity, the virtual replica can be monitored through precise mapping of physical resources",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",234
./full_texts/10.1016/j.tra.2023.103686/10.1016_j.tra.2023.103686.json,Automatic number plate recognition (ANPR) in smart cities: A systematic review on technological advancements and application cases,Digital Twins is a very obvious change in the adaptability of the traffic system,technology and it,technology and it,147
./full_texts/10.1016/j.ymssp.2021.107614/10.1016_j.ymssp.2021.107614.json,"Small format aerial photography W.S. Warner, R.W. Graham and R.E. Read. Whittles Publishing, Caithness, Scotland, 1996 243 × 162 mm, xvi + 348 pp., 8 colour plates. £50, ISBN 1-870325-56-7","digital twin is a virtual representation of a specific physical asset, which uses data collected from this asset to connect digital and physical parts",manufacturing and industrial engineering,manufacturing and industrial engineering,70
./full_texts/10.1016/j.addr.2021.113923/10.1016_j.addr.2021.113923.json,Chapter 12 The Lower Limb,digital twin is defined as “a set of virtual information constructs that fully describes a potential or actual physical manufactured product from the micro atomic level to the macro geometrical level” [255],manufacturing and industrial engineering,manufacturing and industrial engineering,11
./full_texts/10.1016/j.procs.2022.01.269/10.1016_j.procs.2022.01.269.json,Design of modified model of intelligent assembly digital twins based on optical fiber sensor network,"Digital Twin is a key enabling technology of Industry 4.0, Smart Manufacturing and Made in China 2025, and a broad literature emerged",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing']",235
./full_texts/10.1016/j.procs.2022.01.269/10.1016_j.procs.2022.01.269.json,Design of modified model of intelligent assembly digital twins based on optical fiber sensor network,Digital twin is a cyber-physical control device that uses object conceptualizations,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring']",68
./full_texts/10.1016/j.procs.2022.01.269/10.1016_j.procs.2022.01.269.json,Design of modified model of intelligent assembly digital twins based on optical fiber sensor network,Digital Twin is a key enabling technology for advances in manufacturing,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing']",71
./full_texts/10.1016/j.ifacol.2021.08.018/10.1016_j.ifacol.2021.08.018.json,Artificial Intelligence as the Driver of Computational Science: preface to YSC’2020,digital twin is a control system that enables both automated decision-making and decision support for the line operation,manufacturing and industrial engineering,manufacturing and industrial engineering,204
./full_texts/10.1016/j.jobe.2021.102730/10.1016_j.jobe.2021.102730.json,Additive manufacturing of duplex stainless steels - A critical review,Digital Twin is a digital counterpart of a physical object,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",26
./full_texts/10.1016/j.jobe.2021.102730/10.1016_j.jobe.2021.102730.json,Additive manufacturing of duplex stainless steels - A critical review,Digital Twin is a set of virtual information constructs that fully describe a physical product,construction and infrastructure,construction and infrastructure,100
./full_texts/10.1016/j.jobe.2021.102730/10.1016_j.jobe.2021.102730.json,Additive manufacturing of duplex stainless steels - A critical review,Digital Twin is a virtual representation of a production system that can be synchronized with the production system by means of sensed real-time data obtained via connected smart devices,construction and infrastructure,construction and infrastructure,381
./full_texts/10.1016/j.techsoc.2023.102427/10.1016_j.techsoc.2023.102427.json,Chapter 35 Childhood Obesity: Health Policies and Interventions,Digital Twin is a representation of an actual component made via the use of simulations and service metadata [48],construction and infrastructure,construction and infrastructure,321
./full_texts/10.1016/j.dcan.2022.05.023/10.1016_j.dcan.2022.05.023.json,Empowering sustainability in the built environment: A technological Lens on industry 4.0 Enablers,Digital Twin is a new term spawned by the digital revolution [6],transportation and automotive industry,transportation and automotive industry,132
./full_texts/10.1016/j.jmsy.2022.07.010/10.1016_j.jmsy.2022.07.010.json,Requirements and concept development for a reconfigurable assembly system with individual and interchangeable modules,"Digital twin is a key enabling technology for both Industry 5.0 and Society 5.0, which enables the connectivity between cyberspace and physical space and brings forward numerous new technologies, e.g., big data, etc",manufacturing and industrial engineering,manufacturing and industrial engineering,145
./full_texts/10.1016/j.rcim.2019.101881/10.1016_j.rcim.2019.101881.json,Estimation of flood-exposed population in data-scarce regions combining satellite imagery and high resolution hydrological-hydraulic modelling: A case study in the Licungo basin (Mozambique),digital twin is a key enabling technology for Industrial Internet with the capability of high-fidelity simulation computing and analysis [38],manufacturing and industrial engineering,manufacturing and industrial engineering,48
./full_texts/10.1016/j.ifacol.2022.04.183/10.1016_j.ifacol.2022.04.183.json,A hierarchical structure built on physical and data-based information for intelligent aero-engine gas path diagnostics,Digital Twin is a comprehensive model-based solution to develop Digital Twins for asset management enabled through sensor communication,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",42
./full_texts/10.1016/j.ifacol.2022.04.183/10.1016_j.ifacol.2022.04.183.json,A hierarchical structure built on physical and data-based information for intelligent aero-engine gas path diagnostics,Digital Twin is a technology which excels in upkeeping maintenance and health management plans,manufacturing and industrial engineering,manufacturing and industrial engineering,111
./full_texts/10.1016/j.ifacol.2022.04.183/10.1016_j.ifacol.2022.04.183.json,A hierarchical structure built on physical and data-based information for intelligent aero-engine gas path diagnostics,"Digital Twin is a comprehensive model-based solution to develop a digital twin for the purposes of PdM in industrial systems (Geran Malek et al, 2021)",manufacturing and industrial engineering,manufacturing and industrial engineering,44
./full_texts/10.1016/j.ifacol.2022.04.183/10.1016_j.ifacol.2022.04.183.json,A hierarchical structure built on physical and data-based information for intelligent aero-engine gas path diagnostics,"Digital Twin is a comprehensive odel-based solution to develop a digital twin for the purposes of PdM in industrial systems (Geran Malek et al, 2021)",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",44
./full_texts/10.1016/j.ifacol.2022.04.183/10.1016_j.ifacol.2022.04.183.json,A hierarchical structure built on physical and data-based information for intelligent aero-engine gas path diagnostics,Digital Twin is a comprehensive model-based solution to develop Digital Tw ns for asset management enabled through sensor communication,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",42
./full_texts/10.1016/j.ifacol.2022.04.183/10.1016_j.ifacol.2022.04.183.json,A hierarchical structure built on physical and data-based information for intelligent aero-engine gas path diagnostics,"Digital Twin is a omprehensive model-based s lution to develop a digital twin for the purposes of PdM in industrial systems (Geran Malek et al, 2021)",manufacturing and industrial engineering,manufacturing and industrial engineering,44
./full_texts/10.1016/j.ifacol.2022.04.183/10.1016_j.ifacol.2022.04.183.json,A hierarchical structure built on physical and data-based information for intelligent aero-engine gas path diagnostics,Digital Twin is a c mprehensive m del-based solu ion to devel p Digital Twins for asset manag m nt enabled through se s r communica i n,manufacturing and industrial engineering,manufacturing and industrial engineering,42
./full_texts/10.1016/j.ifacol.2022.04.183/10.1016_j.ifacol.2022.04.183.json,A hierarchical structure built on physical and data-based information for intelligent aero-engine gas path diagnostics,Digital Twin is a technology which excels n upkeeping maintenance and health ma agement plans,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",111
./full_texts/10.1016/j.optlaseng.2022.107304/10.1016_j.optlaseng.2022.107304.json,"Adsorption of polyaromatic pollutants from water system using carbon/ZnFe2O4 nanocomposite: Equilibrium, kinetic and thermodynamic mechanism",digital twin is defined as a mirror of the corresponding real system by using the best available physical and virtual models [10],manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",32
./full_texts/10.1016/j.procir.2023.02.025/10.1016_j.procir.2023.02.025.json,Asset Administration Shell as an interoperable enabler of Industry 4.0 software architectures: a case study,"Digital Twin is defined as a software system, which uses models and services to represent and manipulate a physical system, with a specific goal in focus",manufacturing and industrial engineering,manufacturing and industrial engineering,17
./full_texts/10.1016/B978-0-12-820027-8.00008-3/10.1016_B978-0-12-820027-8.00008-3.json,Rediscovering the small theatre and amphitheatre of ancient Ierapytna (SE Crete) by integrated geophysical methods,"digital twin is a virtual model, which mirrors the status of a physical manufacturing device",manufacturing and industrial engineering,"['smart manufacturing', 'artificial intelligence', 'industrial internet', 'machine learning']",263
./full_texts/10.1016/j.promfg.2021.10.020/10.1016_j.promfg.2021.10.020.json,Semi-heuristic phase compensation in digital holographic microscopy for stable and accurate quantitative phase imaging of moving objects,Digital twin is a vital enabling technology for smart manufacturing in the era of Industry 4.0,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",43
./full_texts/10.1016/j.promfg.2021.10.020/10.1016_j.promfg.2021.10.020.json,Semi-heuristic phase compensation in digital holographic microscopy for stable and accurate quantitative phase imaging of moving objects,"Digital twin is a type of computer simulation model, but with distinction [2]: ï‚· A digital twin is the virtual model of a real â€˜thingâ€™",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance']",372
./full_texts/10.1016/j.renene.2023.03.048/10.1016_j.renene.2023.03.048.json,Transforming Experimental Cobot Cell to Industrial Realization – an Ethical AI Approach,"Digital Twin is a “virtual representation of a physical asset enabled through data and simulators for real-time prediction, optimization, monitoring, controlling, and improved decision making” [7]",manufacturing and industrial engineering,"['digital twin', 'machine learning', 'artificial intelligence']",97
./full_texts/10.1016/j.ymssp.2023.110978/10.1016_j.ymssp.2023.110978.json,Laboratory and numerical study on innovative grouting materials applicable to borehole heat exchangers (BHE) and borehole thermal energy storage (BTES) systems,digital twin is a 2D Finite Element-based model of the experimental set-up built in COMSOL Multiphysics ®(Fig,manufacturing and industrial engineering,manufacturing and industrial engineering,253
./full_texts/10.1016/B978-0-323-91879-4.00004-7/10.1016_B978-0-323-91879-4.00004-7.json,Virtual patient framework for the testing of mechanical ventilation airway pressure and flow settings protocol,"digital twin is a very useful tool since it allows (1) to verify the series of operations to operate reforming, and (2) in the meanwhile, it allows the dynamic response of the system both in start-up and in case of disturbances",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",307
./full_texts/10.1016/j.ifacol.2020.11.002/10.1016_j.ifacol.2020.11.002.json,Bibliography,digital twin is a virtual presentation of a physical system,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'product lifecycle', 'predictive maintenance']",375
./full_texts/10.1016/j.rcim.2022.102499/10.1016_j.rcim.2022.102499.json,Chapter Fifteen Integrated dynamic risk management in process plants,digital twin is a virtual mapping description of the whole life cycle of the target physical entity,manufacturing and industrial engineering,manufacturing and industrial engineering,318
./full_texts/10.1016/j.jmsy.2022.10.011/10.1016_j.jmsy.2022.10.011.json,Editorial Board,Digital Twin is a digital model of real-world physical system,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",238
./full_texts/10.1016/j.heliyon.2023.e14534/10.1016_j.heliyon.2023.e14534.json,"Transportation and global climate change edited by David L Greene and Danilo J Santini American Council for an Energy-Efficient Economy, Washington, DC, 1993, US$28.00","Digital twin is defined as the virtual representation of manufacturing elements in the manufacturing industry, such as the virtual representation of products, resources and processes",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'predictive maintenance']",114
./full_texts/10.1016/j.heliyon.2023.e14534/10.1016_j.heliyon.2023.e14534.json,"Transportation and global climate change edited by David L Greene and Danilo J Santini American Council for an Energy-Efficient Economy, Washington, DC, 1993, US$28.00","Digital twin is a key enabling technology, and it is the virtual representation of physical objects, processes and real-time data involved in the entire product life cycle [8]",manufacturing and industrial engineering,"['digital twin', 'predictive maintenance']",145
./full_texts/10.1016/j.heliyon.2023.e14534/10.1016_j.heliyon.2023.e14534.json,"Transportation and global climate change edited by David L Greene and Danilo J Santini American Council for an Energy-Efficient Economy, Washington, DC, 1993, US$28.00","Digital twin is a process of building and managing the digital twin and its operating environment or system, which involves the whole life cycle of design, construction, operation and maintenance and scrapping",manufacturing and industrial engineering,manufacturing and industrial engineering,173
./full_texts/10.1016/j.heliyon.2023.e14534/10.1016_j.heliyon.2023.e14534.json,"Transportation and global climate change edited by David L Greene and Danilo J Santini American Council for an Energy-Efficient Economy, Washington, DC, 1993, US$28.00","digital twin is a dynamic model, which is constantly updated and changed with the changes of physical entities, and represents the equipment status, working conditions, geometry and resource status in the form of data synchronization",manufacturing and industrial engineering,manufacturing and industrial engineering,391
./full_texts/10.1016/j.isci.2023.108589/10.1016_j.isci.2023.108589.json,Photocatalytic mineralization of antibiotics using 60%WO3/BiOCl stacked to graphene sand composite and chitosan,"digital twin is a virtual model of a physical entity, with dynamic, bidirectional links between the physical entity and its corresponding twin in the digital domain",healthcare and medical innovation,healthcare and medical innovation,375
./full_texts/10.1016/j.autcon.2021.103981/10.1016_j.autcon.2021.103981.json,Experimental clarification of the cyclic deformation mechanisms of β-type Ti–Nb–Ta–Zr-alloy single crystals developed for the single-crystalline implant,digital twin is a virtual replica of a physical asset [30],manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",251
./full_texts/10.1016/j.apenergy.2021.118436/10.1016_j.apenergy.2021.118436.json,Chapter 18 Digital humanities and the digital economy,"digital twin is a method to improve the efficiency of physical assets or processes [4,5,7–9]",manufacturing and industrial engineering,manufacturing and industrial engineering,75
./full_texts/10.1016/j.ijrmms.2021.104695/10.1016_j.ijrmms.2021.104695.json,A twin hybrid DCT pyramidal coding system,digital twin is a progressive optimization process of a three-dimensional model,manufacturing and industrial engineering,['digital twin'],297
./full_texts/10.1016/j.ijrmms.2021.104695/10.1016_j.ijrmms.2021.104695.json,A twin hybrid DCT pyramidal coding system,"digital twin is a kind of homologous and heterogeneous model of physical entities, so it cannot map physical entities accurately",manufacturing and industrial engineering,['digital twin'],29
./full_texts/10.1016/j.ifacol.2023.10.1113/10.1016_j.ifacol.2023.10.1113.json,Abstracts of the 10th Annual Scientific Meeting of the Society of Cardiovascular Computed Tomography,"digital twin is a digital representation of an as- set, sufficient to meet the requirements of a set of use cases",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",78
./full_texts/10.1016/B978-0-323-85043-8.00011-8/10.1016_B978-0-323-85043-8.00011-8.json,Achieving ultrahigh strength in oxide-dispersion-strengthened CoCrNi alloy via in situ formation of coherent Y-Ti-O nanoprecipitates,"Digital twin is a simplified model of the real unit or (section) plant; hence, simplifications and assumptions are determinants to reduce degree of complexity without compromising accuracy as will be shown in the proposed case study",manufacturing and industrial engineering,"['digital twin', 'process monitoring']",69
./full_texts/10.1016/j.cie.2022.108463/10.1016_j.cie.2022.108463.json,"A digital twin based framework for detection, diagnosis, and improvement of throughput bottlenecks","digital twin is a complex task, particularly using traditional approaches involving sensors and different kinds of sources, models and services",manufacturing and industrial engineering,manufacturing and industrial engineering,115
./full_texts/10.1016/j.ifacol.2022.11.141/10.1016_j.ifacol.2022.11.141.json,Investigation of heat stress on urban roadways for commuting children and mitigation strategies from the perspective of urban design,"Digital Twin is a virtual representation of a technological process or a piece of equipment, that supports monitoring, control and state prediction based on the data, gathered from the sensor networks",agriculture and farm management,agriculture and farm management,1
./full_texts/10.1016/j.autcon.2020.103517/10.1016_j.autcon.2020.103517.json,Quality evaluation of lightweight realistic 3D model based on BIM forward design,"digital twin is a realization of the cyber-physical system for visualization, modeling, simulation, analyzing, predicting, and optimizing",manufacturing and industrial engineering,"['artificial intelligence', 'machine learning', 'digital twin', 'process monitoring', 'product lifecycle', 'additive manufacturing']",57
./full_texts/10.1016/j.jmsy.2021.03.015/10.1016_j.jmsy.2021.03.015.json,Multi-operation optimal blank localization for near net shape machining,"Digital Twin is defined as a digital representation of a physical product, which can monitor, analyze, and predict its corresponding twin [8]",manufacturing and industrial engineering,['digital twin'],5
./full_texts/10.1016/j.mfglet.2021.05.007/10.1016_j.mfglet.2021.05.007.json,Chapter 4 Cyberinfrastructure for the democratization of smart manufacturing,"digital twin is a computer model of a real object, assembly, or system which is updated based on data collected from its physical twin",manufacturing and industrial engineering,manufacturing and industrial engineering,34
./full_texts/10.1016/j.oceaneng.2022.111479/10.1016_j.oceaneng.2022.111479.json,Faculty's Biosketches,Digital Twin is a virtual model of a physical system with a data-driven bidirectional communication framework connecting the virtual model to the physical system,manufacturing and industrial engineering,[],60
./full_texts/10.1016/B978-0-323-99136-0.00001-5/10.1016_B978-0-323-99136-0.00001-5.json,A multi-disciplinary approach to estimate the medium-term impact of COVID-19 on transport and energy: A case study for Italy,"digital twin is a digital model of an object that includes all accessible data and updates when new data are available (Ghazanfari, 2022)",manufacturing and industrial engineering,[],95
./full_texts/10.1016/j.enbuild.2022.112271/10.1016_j.enbuild.2022.112271.json,An ontology model to represent aquaponics 4.0 system’s knowledge,"Digital twin is a simulation process that makes full use of physical models, sensor updates, O&M history and other data to integrate multi-disciplines, multi-physical quantities, multi-scales, and multi-probabilities [42]",manufacturing and industrial engineering,['digital twin'],38
./full_texts/10.1016/j.apm.2019.09.036/10.1016_j.apm.2019.09.036.json,The toolkit disaster preparedness for pre-disaster planning,"defined digital twin as an integrated multiscale, multiphysics probabilistic simulation of a complex product which uses the best available physical model, sensor updates etc",manufacturing and industrial engineering,manufacturing and industrial engineering,320
./full_texts/10.1016/j.apm.2019.09.036/10.1016_j.apm.2019.09.036.json,The toolkit disaster preparedness for pre-disaster planning,digital twin is a powerful idea in the computational representation of structures,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring']",250
./full_texts/10.1016/j.nepr.2023.103563/10.1016_j.nepr.2023.103563.json,Chapter 11 Remote sensing of landslide motion with emphasis on satellite multi-temporal interferometry applications an overview,"digital twin is a virtual representation in virtual space of a physical structure in real space and the information flow between the two that keeps the former synchronized with the latter (Hendricks, 2020)",industry,healthcare and medical innovation,130
./full_texts/10.1016/j.watres.2021.117853/10.1016_j.watres.2021.117853.json,Localized twin bands in sheet bending of a magnesium alloy,digital twin is a function of the computational infrastructure and collected data,manufacturing and industrial engineering,[],296
./full_texts/10.1016/j.procir.2020.02.146/10.1016_j.procir.2020.02.146.json,Roadmap for Additive Manufacturing: Toward Intellectualization and Industrialization,digital twin is defined as a digital image of a physical object from the real world,manufacturing and industrial engineering,manufacturing and industrial engineering,91
./full_texts/10.1016/j.procir.2020.02.146/10.1016_j.procir.2020.02.146.json,Roadmap for Additive Manufacturing: Toward Intellectualization and Industrialization,digital twin is a concept that uses the networking of components and the insights into performance available from the process data,manufacturing and industrial engineering,manufacturing and industrial engineering,334
