file,title,defs,eid,dc:description,openArchiveArticle,prism:coverDate,openaccessUserLicense,prism:aggregationType,prism:url,dc:creator,link,prism:isbn,dc:format,openaccessType,pii,prism:publisher,dc:title,prism:copyright,openaccess,dcterms:isPartOf,dcterms:subject,openaccessArticle,prism:publicationName,openaccessSponsorType,prism:pageRange,prism:endingPage,pubType,prism:coverDisplayDate,prism:doi,prism:startingPage,dc:identifier,openaccessSponsorName,prism:issn,prism:volume,prism:issueIdentifier,prism:number,prism:issueName,articleNumber,prism:edition
../full_texts/10.1016/j.techfore.2021.121448/10.1016_j.techfore.2021.121448.json,unkonwn,"digital twin is a digital counterpart of the physical systems based on a simulation that deals with design systems and optimizes them for improved efficiency (Guo et al., 2019)",1-s2.0-S0040162521008799,"A digital twin is an integration of virtual and physical systems using disruptive technologies. More precisely, it is a method of developing sustainable, intelligent manufacturing systems for attaining robust quality, reducing time, and customized products using real-time information throughout the product life cycle. This paper presents a systematic literature review of 98 research papers on various digital supply chain twin dimensions with sustainable performance objectives. The selected papers were reviewed and classified into three broad categories: components of the digital twin, applications in the manufacturing supply chain, and sustainability. Based on the review and future perspectives from the study, we suggest that advancements in technologies such as IoT, cloud computing, and blockchain have increased the potential of digital twin applications in the supply chain. The results indicate that a digital supply chain twin should include the things and humans from the entire supply chain and not be restricted to the local manufacturing systems. Based on our review findings, we present a sustainable digital twin implementation framework for supply chains. The proposed framework will guide future practitioners and researchers.",false,2022-03-31,,Journal,https://api.elsevier.com/content/article/pii/S0040162521008799,"[{'@_fa': 'true', '$': 'Kamble, Sachin S'}, {'@_fa': 'true', '$': 'Gunasekaran, Angappa'}, {'@_fa': 'true', '$': 'Parekh, Harsh'}, {'@_fa': 'true', '$': 'Mani, Venkatesh'}, {'@_fa': 'true', '$': 'Belhadi, Amine'}, {'@_fa': 'true', '$': 'Sharma, Rohit'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0040162521008799'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0040162521008799'}]",,application/json,,S0040-1625(21)00879-9,,"Digital twin for sustainable manufacturing supply chains: Current trends, future perspectives, and an implementation framework",Published by Elsevier Inc.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Digital supply chain twin'}, {'@_fa': 'true', '$': 'Artificial intelligence'}, {'@_fa': 'true', '$': 'Cyberphysical'}, {'@_fa': 'true', '$': 'Internet of Things'}, {'@_fa': 'true', '$': 'Sustainability'}]",false,Technological Forecasting and Social Change,,121448,,fla,March 2022,10.1016/j.techfore.2021.121448,121448,doi:10.1016/j.techfore.2021.121448,,00401625,176,,,,121448,
../full_texts/10.1016/j.techfore.2021.121448/10.1016_j.techfore.2021.121448.json,unkonwn,"digital twin is a centralized system and lacks trusted data provenance, audit, and traceability (Hasan et al., 2020)",1-s2.0-S0040162521008799,"A digital twin is an integration of virtual and physical systems using disruptive technologies. More precisely, it is a method of developing sustainable, intelligent manufacturing systems for attaining robust quality, reducing time, and customized products using real-time information throughout the product life cycle. This paper presents a systematic literature review of 98 research papers on various digital supply chain twin dimensions with sustainable performance objectives. The selected papers were reviewed and classified into three broad categories: components of the digital twin, applications in the manufacturing supply chain, and sustainability. Based on the review and future perspectives from the study, we suggest that advancements in technologies such as IoT, cloud computing, and blockchain have increased the potential of digital twin applications in the supply chain. The results indicate that a digital supply chain twin should include the things and humans from the entire supply chain and not be restricted to the local manufacturing systems. Based on our review findings, we present a sustainable digital twin implementation framework for supply chains. The proposed framework will guide future practitioners and researchers.",false,2022-03-31,,Journal,https://api.elsevier.com/content/article/pii/S0040162521008799,"[{'@_fa': 'true', '$': 'Kamble, Sachin S'}, {'@_fa': 'true', '$': 'Gunasekaran, Angappa'}, {'@_fa': 'true', '$': 'Parekh, Harsh'}, {'@_fa': 'true', '$': 'Mani, Venkatesh'}, {'@_fa': 'true', '$': 'Belhadi, Amine'}, {'@_fa': 'true', '$': 'Sharma, Rohit'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0040162521008799'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0040162521008799'}]",,application/json,,S0040-1625(21)00879-9,,"Digital twin for sustainable manufacturing supply chains: Current trends, future perspectives, and an implementation framework",Published by Elsevier Inc.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Digital supply chain twin'}, {'@_fa': 'true', '$': 'Artificial intelligence'}, {'@_fa': 'true', '$': 'Cyberphysical'}, {'@_fa': 'true', '$': 'Internet of Things'}, {'@_fa': 'true', '$': 'Sustainability'}]",false,Technological Forecasting and Social Change,,121448,,fla,March 2022,10.1016/j.techfore.2021.121448,121448,doi:10.1016/j.techfore.2021.121448,,00401625,176,,,,121448,
../full_texts/10.1016/j.techfore.2021.121448/10.1016_j.techfore.2021.121448.json,unkonwn,digital twin is a data-intensive activity that requires significant computing and storage facilities,1-s2.0-S0040162521008799,"A digital twin is an integration of virtual and physical systems using disruptive technologies. More precisely, it is a method of developing sustainable, intelligent manufacturing systems for attaining robust quality, reducing time, and customized products using real-time information throughout the product life cycle. This paper presents a systematic literature review of 98 research papers on various digital supply chain twin dimensions with sustainable performance objectives. The selected papers were reviewed and classified into three broad categories: components of the digital twin, applications in the manufacturing supply chain, and sustainability. Based on the review and future perspectives from the study, we suggest that advancements in technologies such as IoT, cloud computing, and blockchain have increased the potential of digital twin applications in the supply chain. The results indicate that a digital supply chain twin should include the things and humans from the entire supply chain and not be restricted to the local manufacturing systems. Based on our review findings, we present a sustainable digital twin implementation framework for supply chains. The proposed framework will guide future practitioners and researchers.",false,2022-03-31,,Journal,https://api.elsevier.com/content/article/pii/S0040162521008799,"[{'@_fa': 'true', '$': 'Kamble, Sachin S'}, {'@_fa': 'true', '$': 'Gunasekaran, Angappa'}, {'@_fa': 'true', '$': 'Parekh, Harsh'}, {'@_fa': 'true', '$': 'Mani, Venkatesh'}, {'@_fa': 'true', '$': 'Belhadi, Amine'}, {'@_fa': 'true', '$': 'Sharma, Rohit'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0040162521008799'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0040162521008799'}]",,application/json,,S0040-1625(21)00879-9,,"Digital twin for sustainable manufacturing supply chains: Current trends, future perspectives, and an implementation framework",Published by Elsevier Inc.,0,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Digital supply chain twin'}, {'@_fa': 'true', '$': 'Artificial intelligence'}, {'@_fa': 'true', '$': 'Cyberphysical'}, {'@_fa': 'true', '$': 'Internet of Things'}, {'@_fa': 'true', '$': 'Sustainability'}]",false,Technological Forecasting and Social Change,,121448,,fla,March 2022,10.1016/j.techfore.2021.121448,121448,doi:10.1016/j.techfore.2021.121448,,00401625,176,,,,121448,
../full_texts/10.1016/j.autcon.2022.104192/10.1016_j.autcon.2022.104192.json,unkonwn,"digital twin is a realization of the cyber-physical system for visualization, modeling, simulation, analyzing, predicting, and optimizing which incorporates three components: the physical entity, virtual entity, and the connection of data to form a practical loop [155]",1-s2.0-S0926580522000656,"The Architecture, Engineering and Construction (AEC) sector faces severe sustainability and efficiency challenges. The application of artificial intelligence in green building (AI-in-GB) is an effective solution to enhance the sustainability and efficiency of the sector. While studies have been conducted in the AI-in-GB domain, an in-depth study on the state-of-the-art of AI-in-GB research is hitherto lacking. To provide a better understanding of this underexplored area, this study was initiated via a bibliometric-systematic analysis method. The study aims to reveal the synthesis between AI and GB, as well as to highlight research trends along with knowledge gaps that may be tackled in future AI-in-GB research. A quantitative bibliometric analysis was conducted to objectively identify the major research hotspots, trends, knowledge gaps and future research needs based on 383 research publications identified from Scopus. A further qualitative systematic analysis was also conducted on 76 screened research publications on AI-in-GB. Through this mixed-methods systematic review, knowledge gaps were identified, and future research directions of AI-in-GB were proposed as follows: digital twins and AI of things; blockchain; robotics and 4D printing; and legal, ethical, and moral responsibilities of AI-in-GB. This study adds to the GB knowledge domain by synthesizing the state-of-the-art of AI-in-GB and revealing the research needs in this field to enhance the sustainability and efficiency of the AEC sector.",false,2022-05-31,,Journal,https://api.elsevier.com/content/article/pii/S0926580522000656,"[{'@_fa': 'true', '$': 'Debrah, Caleb'}, {'@_fa': 'true', '$': 'Chan, Albert P.C.'}, {'@_fa': 'true', '$': 'Darko, Amos'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0926580522000656'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0926580522000656'}]",,application/json,,S0926-5805(22)00065-6,Elsevier B.V.,Artificial intelligence in green building,© 2022 Elsevier B.V. All rights reserved.,0,,"[{'@_fa': 'true', '$': 'Artificial intelligence'}, {'@_fa': 'true', '$': 'Green building'}, {'@_fa': 'true', '$': 'Bibliometric analysis'}, {'@_fa': 'true', '$': 'Systematic analysis'}, {'@_fa': 'true', '$': 'Sustainability'}]",false,Automation in Construction,,104192,,rev,May 2022,10.1016/j.autcon.2022.104192,104192,doi:10.1016/j.autcon.2022.104192,,09265805,137,,,,104192,
../full_texts/10.1016/j.matpr.2022.09.574/10.1016_j.matpr.2022.09.574.json,unkonwn,digital twin is a digital replica of a process or service which is so accurate that it is often used as basis for taking decisions,1-s2.0-S221478532206415X,"Performance Evaluation of a physical asset can be made effortless with a headway to its virtual replica “A Digital Twin”. This article focuses on a thorough review of a digital twin of a centrifugal pump for performance evaluation. An exception to conventional performance evaluation method of a centrifugal pump can be made by its digital twin. This also proves beneficial for higher capacity pumps with appropriate scaling of the twin as the variant changes. A digital twin system may be useful to eliminate the setup and installation time, and the capital cost to develop product specific test bench. A twin which can be simulated and evaluated using MATLAB can be developed. The process that was used for creating a digital twin of centrifugal pump involves steps like selection of parameters to be measured, selection of microcontroller for data acquisition, IOT cloud interfacing using ThingSpeak, simulation of MATLAB model of centrifugal pump in ideal environment for flow rate measurement using Simscape. For obtaining the real-time data for flow rate of the centrifugal pump, a water flow sensor was attached to the pump and the sensor data was obtained and uploaded to ThingSpeak using ESP32 WiFi module. The ideal data for the flow rate of the centrifugal pump was obtained by creating a SimScape model of the centrifugal pump and flow sensor arrangement and simulating it in ideal environment. This will include, receiving sensor data to and during the operation of the pump and monitored on ThingSpeak IOT platform. The result of this entire process will be a statistical twin of a centrifugal pump for its performance evaluation based on the performance parameter- flow rate.",false,2023-12-31,,Journal,https://api.elsevier.com/content/article/pii/S221478532206415X,"[{'@_fa': 'true', '$': 'Kasat, Pratik'}, {'@_fa': 'true', '$': 'Kulkarni, Mrunal'}, {'@_fa': 'true', '$': 'Gundeti, Karthik'}, {'@_fa': 'true', '$': 'Kangale, Kunal'}, {'@_fa': 'true', '$': 'Deshmukh, B.B.'}, {'@_fa': 'true', '$': 'Mistry, R.D.'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S221478532206415X'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S221478532206415X'}]",,application/json,,S2214-7853(22)06415-X,Elsevier Ltd.,Developing a digital twin of centrifugal pump for performance evaluation,Copyright © 2023 Elsevier Ltd. All rights reserved. Selection and peer-review under responsibility of the scientific committee of the 2nd International Conference and Exposition on Advances in Mechanical Engineering.,0,,"[{'@_fa': 'true', '$': 'Digital Twin'}, {'@_fa': 'true', '$': 'Performance Evaluation'}, {'@_fa': 'true', '$': 'Centrifugal Pump'}, {'@_fa': 'true', '$': 'ThingSpeak'}]",false,Materials Today: Proceedings,,1798-1802,1802,fla,2023,10.1016/j.matpr.2022.09.574,1798,doi:10.1016/j.matpr.2022.09.574,,22147853,72,,,2nd International Conference and Exposition on Advances in Mechanical Engineering (ICoAME 2022),,
../full_texts/10.1016/j.energy.2020.119712/10.1016_j.energy.2020.119712.json,unkonwn,digital twin is a virtual model that corresponds to physical entities in the real world,1-s2.0-S036054422032819X,"Information asymmetries are the main challenge restricting the development of close-loop supply chains. As a potential solution, digital twins are expected to promote this development by integrating them with dynamic information. This article analyses current research on remanufacturing supply chains and digital twins, and discusses the potential usefulness, challenges and solutions of using digital twins in remanufacturing supply chains. We conduct a systematic literature review to answer two research questions: 1) whether the information asymmetry in the current remanufacturing supply chain has been resolved; and 2) whether digital twins have a positive impact in solving problems with information asymmetries in remanufacturing supply chains. By analysing 288 articles, we find that, first, this problem remains to be solved, there being two research gaps in particular. Secondly, we find that the digital-twin applications are conducive to solving this problem. In addition, this article discusses the potential challenges to this application and proposes four future research directions. The article not only summarizes the research related to remanufacturing supply chains and digital twins theoretically, it also provides support for digital-twin applications in the remanufacturing industry.",false,2021-04-01,http://creativecommons.org/licenses/by/4.0/,Journal,https://api.elsevier.com/content/article/pii/S036054422032819X,"[{'@_fa': 'true', '$': 'Chen, Ziyue'}, {'@_fa': 'true', '$': 'Huang, Lizhen'}]","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S036054422032819X'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S036054422032819X'}]",,application/json,Full,S0360-5442(20)32819-X,The Author(s). Published by Elsevier Ltd.,Digital twins for information-sharing in remanufacturing supply chain: A review,© 2020 The Author(s). Published by Elsevier Ltd.,1,,"[{'@_fa': 'true', '$': 'Digital twin'}, {'@_fa': 'true', '$': 'Remanufacturing supply chains'}, {'@_fa': 'true', '$': 'Systematic literature review'}, {'@_fa': 'true', '$': 'Potential impacts and challenges'}]",true,Energy,FundingBody,119712,,fla,1 April 2021,10.1016/j.energy.2020.119712,119712,doi:10.1016/j.energy.2020.119712,Norway Institutes,03605442,220,,,,119712,
../full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,unkonwn,digital twin is a living model that drives a business outcome [4],3-s2.0-B9780323991636000068,"There exist five key multimedia technologies, namely multimedia content, multimedia intelligence, multimedia interaction, multimedia networking, and multimedia security. These are seemingly independent technologies, each of them advancing rapidly and impacting the way we live. Can these technologies join forces to bring more to humans? Until now, these technologies have been considered mostly separately, each playing a role in its own field. We also find some research that combines a couple of them like for example multimedia content with networking, leaving out security. Alternatively, research uses security with networking, without giving much consideration to the content. Additionally, multimedia interaction is repeatedly neglected, and multimedia artificial intelligence is considered from a completely different perspective. Our vision is that all of these five technologies are interconnected, and we work with the convergence of all five of them rather than using each independently. When these five technologies converge together, they create what we consider the Digital Twin as we will discuss in this chapter.",false,2023-12-31,,EBook,https://api.elsevier.com/content/article/pii/B9780323991636000068,"{'@_fa': 'true', '$': 'El Saddik, Abdulmotaleb'}","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780323991636000068'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780323991636000068'}]",9780323991636,application/json,,B978-0-32-399163-6.00006-8,Elsevier Inc.,Chapter 1 Introduction,Copyright © 2023 Elsevier Inc. All rights reserved.,0,urn:isbn:978-0-323-99163-6,"[{'@_fa': 'true', '$': 'multimedia technology'}, {'@_fa': 'true', '$': 'digital twin'}, {'@_fa': 'true', '$': 'definition'}, {'@_fa': 'true', '$': 'history'}, {'@_fa': 'true', '$': 'potential applications'}]",false,Digital Twin for Healthcare,,1-13,13,chp,2023,10.1016/B978-0-32-399163-6.00006-8,1,doi:10.1016/B978-0-32-399163-6.00006-8,,,,,,,,
../full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,unkonwn,"digital twin is a virtual representation of a physical object or system across its lifecycle, using real-time data to enable understanding, learning and reasoning [5]",3-s2.0-B9780323991636000068,"There exist five key multimedia technologies, namely multimedia content, multimedia intelligence, multimedia interaction, multimedia networking, and multimedia security. These are seemingly independent technologies, each of them advancing rapidly and impacting the way we live. Can these technologies join forces to bring more to humans? Until now, these technologies have been considered mostly separately, each playing a role in its own field. We also find some research that combines a couple of them like for example multimedia content with networking, leaving out security. Alternatively, research uses security with networking, without giving much consideration to the content. Additionally, multimedia interaction is repeatedly neglected, and multimedia artificial intelligence is considered from a completely different perspective. Our vision is that all of these five technologies are interconnected, and we work with the convergence of all five of them rather than using each independently. When these five technologies converge together, they create what we consider the Digital Twin as we will discuss in this chapter.",false,2023-12-31,,EBook,https://api.elsevier.com/content/article/pii/B9780323991636000068,"{'@_fa': 'true', '$': 'El Saddik, Abdulmotaleb'}","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780323991636000068'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780323991636000068'}]",9780323991636,application/json,,B978-0-32-399163-6.00006-8,Elsevier Inc.,Chapter 1 Introduction,Copyright © 2023 Elsevier Inc. All rights reserved.,0,urn:isbn:978-0-323-99163-6,"[{'@_fa': 'true', '$': 'multimedia technology'}, {'@_fa': 'true', '$': 'digital twin'}, {'@_fa': 'true', '$': 'definition'}, {'@_fa': 'true', '$': 'history'}, {'@_fa': 'true', '$': 'potential applications'}]",false,Digital Twin for Healthcare,,1-13,13,chp,2023,10.1016/B978-0-32-399163-6.00006-8,1,doi:10.1016/B978-0-32-399163-6.00006-8,,,,,,,,
../full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,unkonwn,"digital twin is a virtual model of a process, product, production asset or service",3-s2.0-B9780323991636000068,"There exist five key multimedia technologies, namely multimedia content, multimedia intelligence, multimedia interaction, multimedia networking, and multimedia security. These are seemingly independent technologies, each of them advancing rapidly and impacting the way we live. Can these technologies join forces to bring more to humans? Until now, these technologies have been considered mostly separately, each playing a role in its own field. We also find some research that combines a couple of them like for example multimedia content with networking, leaving out security. Alternatively, research uses security with networking, without giving much consideration to the content. Additionally, multimedia interaction is repeatedly neglected, and multimedia artificial intelligence is considered from a completely different perspective. Our vision is that all of these five technologies are interconnected, and we work with the convergence of all five of them rather than using each independently. When these five technologies converge together, they create what we consider the Digital Twin as we will discuss in this chapter.",false,2023-12-31,,EBook,https://api.elsevier.com/content/article/pii/B9780323991636000068,"{'@_fa': 'true', '$': 'El Saddik, Abdulmotaleb'}","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780323991636000068'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780323991636000068'}]",9780323991636,application/json,,B978-0-32-399163-6.00006-8,Elsevier Inc.,Chapter 1 Introduction,Copyright © 2023 Elsevier Inc. All rights reserved.,0,urn:isbn:978-0-323-99163-6,"[{'@_fa': 'true', '$': 'multimedia technology'}, {'@_fa': 'true', '$': 'digital twin'}, {'@_fa': 'true', '$': 'definition'}, {'@_fa': 'true', '$': 'history'}, {'@_fa': 'true', '$': 'potential applications'}]",false,Digital Twin for Healthcare,,1-13,13,chp,2023,10.1016/B978-0-32-399163-6.00006-8,1,doi:10.1016/B978-0-32-399163-6.00006-8,,,,,,,,
../full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,unkonwn,"digital twin is a virtual representation of a physical product or process, used to understand and predict the physical counterpart's performance characteristics [7]",3-s2.0-B9780323991636000068,"There exist five key multimedia technologies, namely multimedia content, multimedia intelligence, multimedia interaction, multimedia networking, and multimedia security. These are seemingly independent technologies, each of them advancing rapidly and impacting the way we live. Can these technologies join forces to bring more to humans? Until now, these technologies have been considered mostly separately, each playing a role in its own field. We also find some research that combines a couple of them like for example multimedia content with networking, leaving out security. Alternatively, research uses security with networking, without giving much consideration to the content. Additionally, multimedia interaction is repeatedly neglected, and multimedia artificial intelligence is considered from a completely different perspective. Our vision is that all of these five technologies are interconnected, and we work with the convergence of all five of them rather than using each independently. When these five technologies converge together, they create what we consider the Digital Twin as we will discuss in this chapter.",false,2023-12-31,,EBook,https://api.elsevier.com/content/article/pii/B9780323991636000068,"{'@_fa': 'true', '$': 'El Saddik, Abdulmotaleb'}","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780323991636000068'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780323991636000068'}]",9780323991636,application/json,,B978-0-32-399163-6.00006-8,Elsevier Inc.,Chapter 1 Introduction,Copyright © 2023 Elsevier Inc. All rights reserved.,0,urn:isbn:978-0-323-99163-6,"[{'@_fa': 'true', '$': 'multimedia technology'}, {'@_fa': 'true', '$': 'digital twin'}, {'@_fa': 'true', '$': 'definition'}, {'@_fa': 'true', '$': 'history'}, {'@_fa': 'true', '$': 'potential applications'}]",false,Digital Twin for Healthcare,,1-13,13,chp,2023,10.1016/B978-0-32-399163-6.00006-8,1,doi:10.1016/B978-0-32-399163-6.00006-8,,,,,,,,
../full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,unkonwn,digital twin is a near-real-time digital image of a physical object or process that helps optimize business performance [9],3-s2.0-B9780323991636000068,"There exist five key multimedia technologies, namely multimedia content, multimedia intelligence, multimedia interaction, multimedia networking, and multimedia security. These are seemingly independent technologies, each of them advancing rapidly and impacting the way we live. Can these technologies join forces to bring more to humans? Until now, these technologies have been considered mostly separately, each playing a role in its own field. We also find some research that combines a couple of them like for example multimedia content with networking, leaving out security. Alternatively, research uses security with networking, without giving much consideration to the content. Additionally, multimedia interaction is repeatedly neglected, and multimedia artificial intelligence is considered from a completely different perspective. Our vision is that all of these five technologies are interconnected, and we work with the convergence of all five of them rather than using each independently. When these five technologies converge together, they create what we consider the Digital Twin as we will discuss in this chapter.",false,2023-12-31,,EBook,https://api.elsevier.com/content/article/pii/B9780323991636000068,"{'@_fa': 'true', '$': 'El Saddik, Abdulmotaleb'}","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780323991636000068'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780323991636000068'}]",9780323991636,application/json,,B978-0-32-399163-6.00006-8,Elsevier Inc.,Chapter 1 Introduction,Copyright © 2023 Elsevier Inc. All rights reserved.,0,urn:isbn:978-0-323-99163-6,"[{'@_fa': 'true', '$': 'multimedia technology'}, {'@_fa': 'true', '$': 'digital twin'}, {'@_fa': 'true', '$': 'definition'}, {'@_fa': 'true', '$': 'history'}, {'@_fa': 'true', '$': 'potential applications'}]",false,Digital Twin for Healthcare,,1-13,13,chp,2023,10.1016/B978-0-32-399163-6.00006-8,1,doi:10.1016/B978-0-32-399163-6.00006-8,,,,,,,,
../full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,unkonwn,digital twin is a set of virtual information constructs that fully describes a potential or actual physical manufactured product from the micro (atomic level) to the macro (geometrical level) [10],3-s2.0-B9780323991636000068,"There exist five key multimedia technologies, namely multimedia content, multimedia intelligence, multimedia interaction, multimedia networking, and multimedia security. These are seemingly independent technologies, each of them advancing rapidly and impacting the way we live. Can these technologies join forces to bring more to humans? Until now, these technologies have been considered mostly separately, each playing a role in its own field. We also find some research that combines a couple of them like for example multimedia content with networking, leaving out security. Alternatively, research uses security with networking, without giving much consideration to the content. Additionally, multimedia interaction is repeatedly neglected, and multimedia artificial intelligence is considered from a completely different perspective. Our vision is that all of these five technologies are interconnected, and we work with the convergence of all five of them rather than using each independently. When these five technologies converge together, they create what we consider the Digital Twin as we will discuss in this chapter.",false,2023-12-31,,EBook,https://api.elsevier.com/content/article/pii/B9780323991636000068,"{'@_fa': 'true', '$': 'El Saddik, Abdulmotaleb'}","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780323991636000068'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780323991636000068'}]",9780323991636,application/json,,B978-0-32-399163-6.00006-8,Elsevier Inc.,Chapter 1 Introduction,Copyright © 2023 Elsevier Inc. All rights reserved.,0,urn:isbn:978-0-323-99163-6,"[{'@_fa': 'true', '$': 'multimedia technology'}, {'@_fa': 'true', '$': 'digital twin'}, {'@_fa': 'true', '$': 'definition'}, {'@_fa': 'true', '$': 'history'}, {'@_fa': 'true', '$': 'potential applications'}]",false,Digital Twin for Healthcare,,1-13,13,chp,2023,10.1016/B978-0-32-399163-6.00006-8,1,doi:10.1016/B978-0-32-399163-6.00006-8,,,,,,,,
../full_texts/10.1016/B978-0-32-399163-6.00006-8/10.1016_B978-0-32-399163-6.00006-8.json,unkonwn,digital Twin is a virtual representation of any living or non-living entity [1],3-s2.0-B9780323991636000068,"There exist five key multimedia technologies, namely multimedia content, multimedia intelligence, multimedia interaction, multimedia networking, and multimedia security. These are seemingly independent technologies, each of them advancing rapidly and impacting the way we live. Can these technologies join forces to bring more to humans? Until now, these technologies have been considered mostly separately, each playing a role in its own field. We also find some research that combines a couple of them like for example multimedia content with networking, leaving out security. Alternatively, research uses security with networking, without giving much consideration to the content. Additionally, multimedia interaction is repeatedly neglected, and multimedia artificial intelligence is considered from a completely different perspective. Our vision is that all of these five technologies are interconnected, and we work with the convergence of all five of them rather than using each independently. When these five technologies converge together, they create what we consider the Digital Twin as we will discuss in this chapter.",false,2023-12-31,,EBook,https://api.elsevier.com/content/article/pii/B9780323991636000068,"{'@_fa': 'true', '$': 'El Saddik, Abdulmotaleb'}","[{'@_fa': 'true', '@rel': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780323991636000068'}, {'@_fa': 'true', '@rel': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780323991636000068'}]",9780323991636,application/json,,B978-0-32-399163-6.00006-8,Elsevier Inc.,Chapter 1 Introduction,Copyright © 2023 Elsevier Inc. All rights reserved.,0,urn:isbn:978-0-323-99163-6,"[{'@_fa': 'true', '$': 'multimedia technology'}, {'@_fa': 'true', '$': 'digital twin'}, {'@_fa': 'true', '$': 'definition'}, {'@_fa': 'true', '$': 'history'}, {'@_fa': 'true', '$': 'potential applications'}]",false,Digital Twin for Healthcare,,1-13,13,chp,2023,10.1016/B978-0-32-399163-6.00006-8,1,doi:10.1016/B978-0-32-399163-6.00006-8,,,,,,,,
